name,x_position,y_position,sample,ratio,rendering_time
fishy_cat,2,3,2000,4,8.323188066482544
fishy_cat,2,3,2000,5,5.864188194274902
fishy_cat,2,3,2000,8,2.4363608360290527
fishy_cat,2,4,2000,2,10.449857711791992
fishy_cat,2,4,2000,4,8.118969202041626
fishy_cat,2,4,2000,5,6.268087387084961
fishy_cat,2,4,2000,8,2.238416910171509
fishy_cat,2,5,2000,2,9.811765670776367
fishy_cat,2,5,2000,4,6.585630178451538
fishy_cat,2,5,2000,5,5.1787333488464355
fishy_cat,2,5,2000,8,2.1785647869110107
fishy_cat,2,6,2000,2,6.1356425285339355
fishy_cat,2,6,2000,4,4.270276784896851
fishy_cat,2,6,2000,5,3.2072672843933105
fishy_cat,2,6,2000,8,1.2020022869110107
fishy_cat,2,7,2000,2,3.1382575035095215
fishy_cat,2,7,2000,4,2.708899974822998
fishy_cat,2,7,2000,5,1.8667850494384766
fishy_cat,2,7,2000,8,0.820073127746582
fishy_cat,2,8,2000,2,2.0307343006134033
fishy_cat,2,8,2000,4,1.570321798324585
fishy_cat,2,8,2000,5,1.1739654541015625
fishy_cat,2,8,2000,8,0.5167858600616455
fishy_cat,2,9,2000,2,1.7845959663391113
fishy_cat,2,9,2000,4,1.5982465744018555
fishy_cat,2,9,2000,5,1.0680506229400635
fishy_cat,2,9,2000,8,0.4360086917877197
fishy_cat,2,10,2000,2,1.7945611476898193
fishy_cat,2,10,2000,4,1.3336920738220215
fishy_cat,2,10,2000,5,1.0960392951965332
fishy_cat,2,10,2000,8,0.35740065574645996
fishy_cat,2,11,2000,2,2.073197603225708
fishy_cat,2,11,2000,4,1.2934961318969727
fishy_cat,2,11,2000,5,0.9904317855834961
fishy_cat,2,11,2000,8,0.4258899688720703
fishy_cat,2,12,2000,2,2.287672758102417
fishy_cat,2,12,2000,4,1.49564528465271
fishy_cat,2,12,2000,5,1.0970947742462158
fishy_cat,2,12,2000,8,0.32034826278686523
fishy_cat,2,13,2000,2,1.988908052444458
fishy_cat,2,13,2000,4,1.2835602760314941
fishy_cat,2,13,2000,5,0.9706723690032959
fishy_cat,2,13,2000,8,0.4106934070587158
fishy_cat,2,14,2000,2,2.0328803062438965
fishy_cat,2,14,2000,4,1.1664390563964844
fishy_cat,2,14,2000,5,0.9024672508239746
fishy_cat,2,14,2000,8,0.32541751861572266
fishy_cat,2,15,2000,2,1.9278855323791504
fishy_cat,2,15,2000,4,1.066249132156372
fishy_cat,2,15,2000,5,0.8824009895324707
fishy_cat,2,15,2000,8,0.31783056259155273
fishy_cat,3,0,2000,2,8.906761169433594
fishy_cat,3,0,2000,4,5.845683813095093
fishy_cat,3,0,2000,5,4.7827043533325195
fishy_cat,3,0,2000,8,1.710317611694336
fishy_cat,3,1,2000,2,9.027212142944336
fishy_cat,3,1,2000,4,7.20928430557251
fishy_cat,3,1,2000,5,5.7821879386901855
fishy_cat,3,1,2000,8,2.331707000732422
fishy_cat,3,2,2000,2,8.974007844924927
fishy_cat,3,2,2000,4,6.783910751342773
fishy_cat,3,2,2000,5,5.5649824142456055
fishy_cat,3,2,2000,8,2.026702642440796
fishy_cat,3,3,2000,2,8.925306558609009
fishy_cat,3,3,2000,4,7.345112562179565
fishy_cat,3,3,2000,5,5.326061010360718
fishy_cat,3,3,2000,8,2.2043163776397705
fishy_cat,3,4,2000,2,10.43098783493042
fishy_cat,3,4,2000,4,7.0606770515441895
fishy_cat,3,4,2000,5,5.62294864654541
fishy_cat,3,4,2000,8,1.9974842071533203
fishy_cat,3,5,2000,2,8.23426604270935
fishy_cat,3,5,2000,4,5.470078706741333
fishy_cat,3,5,2000,5,4.347641468048096
fishy_cat,3,5,2000,8,1.8422191143035889
fishy_cat,3,6,2000,2,4.334210634231567
fishy_cat,3,6,2000,4,2.417099714279175
fishy_cat,3,6,2000,5,2.1421058177948
fishy_cat,3,6,2000,8,0.7812614440917969
fishy_cat,3,7,2000,2,2.502426862716675
fishy_cat,3,7,2000,4,1.601402997970581
fishy_cat,3,7,2000,5,1.2856533527374268
fishy_cat,3,7,2000,8,0.467329740524292
fishy_cat,3,8,2000,2,2.252324104309082
fishy_cat,3,8,2000,4,1.3740158081054688
fishy_cat,3,8,2000,5,1.090111255645752
fishy_cat,3,8,2000,8,0.37450504302978516
fishy_cat,3,9,2000,2,2.2991316318511963
fishy_cat,3,9,2000,4,1.3849916458129883
fishy_cat,3,9,2000,5,1.1026732921600342
fishy_cat,3,9,2000,8,0.4255952835083008
fishy_cat,3,10,2000,2,1.9741699695587158
fishy_cat,3,10,2000,4,1.3965823650360107
fishy_cat,3,10,2000,5,1.0399394035339355
fishy_cat,3,10,2000,8,0.3450911045074463
fishy_cat,3,11,2000,2,2.2535574436187744
fishy_cat,3,11,2000,4,1.2694578170776367
fishy_cat,3,11,2000,5,1.0312995910644531
fishy_cat,3,11,2000,8,0.4152235984802246
fishy_cat,3,12,2000,2,2.286444902420044
fishy_cat,3,12,2000,4,1.3034558296203613
fishy_cat,3,12,2000,5,1.0524828433990479
fishy_cat,3,12,2000,8,0.4941990375518799
fishy_cat,3,13,2000,2,2.200597047805786
fishy_cat,3,13,2000,4,1.249065637588501
fishy_cat,3,13,2000,5,1.089033842086792
fishy_cat,3,13,2000,8,0.44281601905822754
fishy_cat,3,14,2000,2,1.546372652053833
fishy_cat,3,14,2000,4,1.3845314979553223
fishy_cat,3,14,2000,5,0.8920888900756836
fishy_cat,3,14,2000,8,0.2802700996398926
fishy_cat,3,15,2000,2,1.9355125427246094
fishy_cat,3,15,2000,4,1.1359012126922607
fishy_cat,3,15,2000,5,0.9098784923553467
fishy_cat,3,15,2000,8,0.34111595153808594
fishy_cat,4,0,2000,2,7.454654693603516
fishy_cat,4,0,2000,4,5.579362630844116
fishy_cat,4,0,2000,5,4.588818550109863
fishy_cat,4,0,2000,8,1.7099919319152832
fishy_cat,4,1,2000,2,9.908309698104858
fishy_cat,4,1,2000,4,6.613200902938843
fishy_cat,4,1,2000,5,5.279855489730835
fishy_cat,4,1,2000,8,2.161388874053955
fishy_cat,4,2,2000,2,10.124656200408936
fishy_cat,4,2,2000,4,7.858721017837524
fishy_cat,4,2,2000,5,6.14353609085083
fishy_cat,4,2,2000,8,2.2682723999023438
fishy_cat,4,3,2000,2,10.187447547912598
fishy_cat,4,3,2000,4,7.539114952087402
fishy_cat,4,3,2000,5,6.1757707595825195
fishy_cat,4,3,2000,8,2.59456467628479
fishy_cat,4,4,2000,2,9.154343128204346
fishy_cat,4,4,2000,4,6.1735899448394775
fishy_cat,4,4,2000,5,5.0286500453948975
fishy_cat,4,4,2000,8,1.8085472583770752
fishy_cat,4,5,2000,2,5.150017023086548
fishy_cat,4,5,2000,4,3.317188262939453
fishy_cat,4,5,2000,5,2.629556894302368
fishy_cat,4,5,2000,8,1.086594581604004
fishy_cat,4,6,2000,2,3.1948983669281006
fishy_cat,4,6,2000,4,2.2241227626800537
fishy_cat,4,6,2000,5,1.592740774154663
fishy_cat,4,6,2000,8,0.5898768901824951
fishy_cat,4,7,2000,2,2.4567606449127197
fishy_cat,4,7,2000,4,1.539130687713623
fishy_cat,4,7,2000,5,1.1111648082733154
fishy_cat,4,7,2000,8,0.44982075691223145
fishy_cat,4,8,2000,2,2.3441953659057617
fishy_cat,4,8,2000,4,1.374922752380371
fishy_cat,4,8,2000,5,1.0707042217254639
fishy_cat,4,8,2000,8,0.3899257183074951
fishy_cat,4,9,2000,2,2.1042728424072266
fishy_cat,4,9,2000,4,1.292675256729126
fishy_cat,4,9,2000,5,1.0813016891479492
fishy_cat,4,9,2000,8,0.36474013328552246
fishy_cat,4,10,2000,2,1.8935482501983643
fishy_cat,4,10,2000,4,1.2967145442962646
fishy_cat,4,10,2000,5,1.0138540267944336
fishy_cat,4,10,2000,8,0.3377342224121094
fishy_cat,4,11,2000,2,2.2304015159606934
fishy_cat,4,11,2000,4,1.3184003829956055
fishy_cat,4,11,2000,5,1.035520076751709
fishy_cat,4,11,2000,8,0.3932013511657715
fishy_cat,4,12,2000,2,2.0273826122283936
fishy_cat,4,12,2000,4,1.3136143684387207
fishy_cat,4,12,2000,5,0.9979372024536133
fishy_cat,4,12,2000,8,0.39986371994018555
fishy_cat,4,13,2000,2,2.031317710876465
fishy_cat,4,13,2000,4,1.2490646839141846
fishy_cat,4,13,2000,5,0.9379963874816895
fishy_cat,4,13,2000,8,0.5132451057434082
fishy_cat,4,14,2000,2,1.8785252571105957
fishy_cat,4,14,2000,4,1.235802173614502
fishy_cat,4,14,2000,5,0.9228551387786865
fishy_cat,4,14,2000,8,0.42132115364074707
fishy_cat,4,15,2000,2,1.8634660243988037
fishy_cat,4,15,2000,4,1.0928139686584473
fishy_cat,4,15,2000,5,0.9331519603729248
fishy_cat,4,15,2000,8,0.3925514221191406
fishy_cat,5,0,2000,2,10.521237850189209
fishy_cat,5,0,2000,4,6.8374059200286865
fishy_cat,5,0,2000,5,5.618325471878052
fishy_cat,5,0,2000,8,2.03690505027771
fishy_cat,5,1,2000,2,10.286529064178467
fishy_cat,5,1,2000,4,7.361704111099243
fishy_cat,5,1,2000,5,5.906351804733276
fishy_cat,5,1,2000,8,2.397592067718506
fishy_cat,5,2,2000,2,10.024397611618042
fishy_cat,5,2,2000,4,8.071767807006836
fishy_cat,5,2,2000,5,6.408907651901245
fishy_cat,5,2,2000,8,2.354032278060913
fishy_cat,5,3,2000,2,10.767168045043945
fishy_cat,5,3,2000,4,7.734040021896362
fishy_cat,5,3,2000,5,6.1042640209198
fishy_cat,5,3,2000,8,2.5711472034454346
fishy_cat,5,4,2000,2,10.068206548690796
fishy_cat,5,4,2000,4,5.670281410217285
fishy_cat,5,4,2000,5,4.54235315322876
fishy_cat,5,4,2000,8,1.7129991054534912
fishy_cat,5,5,2000,2,4.899223327636719
fishy_cat,5,5,2000,4,2.8797760009765625
fishy_cat,5,5,2000,5,2.2846033573150635
fishy_cat,5,5,2000,8,0.9362618923187256
fishy_cat,5,6,2000,2,2.3653831481933594
fishy_cat,5,6,2000,4,1.5954115390777588
fishy_cat,5,6,2000,5,1.3383097648620605
fishy_cat,5,6,2000,8,0.46073460578918457
fishy_cat,5,7,2000,2,2.466146945953369
fishy_cat,5,7,2000,4,1.3924541473388672
fishy_cat,5,7,2000,5,1.158001184463501
fishy_cat,5,7,2000,8,0.48995327949523926
fishy_cat,5,8,2000,2,2.3241822719573975
fishy_cat,5,8,2000,4,1.3506343364715576
fishy_cat,5,8,2000,5,1.0949902534484863
fishy_cat,5,8,2000,8,0.38013792037963867
fishy_cat,5,9,2000,2,2.2947864532470703
fishy_cat,5,9,2000,4,1.5394530296325684
fishy_cat,5,9,2000,5,1.1047160625457764
fishy_cat,5,9,2000,8,0.39859437942504883
fishy_cat,5,10,2000,2,2.1099839210510254
fishy_cat,5,10,2000,4,1.4252574443817139
fishy_cat,5,10,2000,5,1.1534149646759033
fishy_cat,5,10,2000,8,0.37354063987731934
fishy_cat,5,11,2000,2,6.071003675460815
fishy_cat,5,11,2000,4,3.1055490970611572
fishy_cat,5,11,2000,5,2.5082104206085205
fishy_cat,5,11,2000,8,1.016218662261963
fishy_cat,5,12,2000,2,3.2541074752807617
fishy_cat,5,12,2000,4,1.6296708583831787
fishy_cat,5,12,2000,5,1.2798569202423096
fishy_cat,5,12,2000,8,0.469573974609375
fishy_cat,5,13,2000,2,1.935445785522461
fishy_cat,5,13,2000,4,1.5733935832977295
fishy_cat,5,13,2000,5,1.042501449584961
fishy_cat,5,13,2000,8,0.4287445545196533
fishy_cat,5,14,2000,2,1.9901509284973145
fishy_cat,5,14,2000,4,1.3887465000152588
fishy_cat,5,14,2000,5,1.005981206893921
fishy_cat,5,14,2000,8,0.3628535270690918
fishy_cat,5,15,2000,2,1.692195177078247
fishy_cat,5,15,2000,4,1.105438232421875
fishy_cat,5,15,2000,5,0.8771600723266602
fishy_cat,5,15,2000,8,0.3993525505065918
fishy_cat,6,0,2000,2,9.044013977050781
fishy_cat,6,0,2000,4,7.194223403930664
fishy_cat,6,0,2000,5,5.6399853229522705
fishy_cat,6,0,2000,8,2.00990891456604
fishy_cat,6,1,2000,2,8.326425552368164
fishy_cat,6,1,2000,4,6.902738094329834
fishy_cat,6,1,2000,5,5.496981859207153
fishy_cat,6,1,2000,8,2.299241781234741
fishy_cat,6,2,2000,2,9.898545503616333
fishy_cat,6,2,2000,4,7.965310335159302
fishy_cat,6,2,2000,5,6.328908920288086
fishy_cat,6,2,2000,8,2.3304152488708496
fishy_cat,6,3,2000,2,9.349814414978027
fishy_cat,6,3,2000,4,7.223908424377441
fishy_cat,6,3,2000,5,5.702641725540161
fishy_cat,6,3,2000,8,2.378978967666626
fishy_cat,6,4,2000,2,6.343104600906372
fishy_cat,6,4,2000,4,4.304741859436035
fishy_cat,6,4,2000,5,3.936891794204712
fishy_cat,6,4,2000,8,1.429431676864624
fishy_cat,6,5,2000,2,12.481592178344727
fishy_cat,6,5,2000,4,4.925559759140015
fishy_cat,6,5,2000,5,5.910629987716675
fishy_cat,6,5,2000,8,2.4773292541503906
fishy_cat,6,6,2000,2,6.984011888504028
fishy_cat,6,6,2000,4,3.2700142860412598
fishy_cat,6,6,2000,5,3.356215000152588
fishy_cat,6,6,2000,8,1.2432167530059814
fishy_cat,6,7,2000,2,3.4424917697906494
fishy_cat,6,7,2000,4,1.9271183013916016
fishy_cat,6,7,2000,5,1.6477243900299072
fishy_cat,6,7,2000,8,0.6889691352844238
fishy_cat,6,8,2000,2,2.2845935821533203
fishy_cat,6,8,2000,4,1.7190380096435547
fishy_cat,6,8,2000,5,1.3088786602020264
fishy_cat,6,8,2000,8,0.4930713176727295
fishy_cat,6,9,2000,2,1.9253475666046143
fishy_cat,6,9,2000,4,1.593160629272461
fishy_cat,6,9,2000,5,1.1009788513183594
fishy_cat,6,9,2000,8,0.37152791023254395
fishy_cat,6,10,2000,2,2.0277178287506104
fishy_cat,6,10,2000,4,1.5352590084075928
fishy_cat,6,10,2000,5,1.0757474899291992
fishy_cat,6,10,2000,8,0.31963062286376953
fishy_cat,6,11,2000,2,1.9277088642120361
fishy_cat,6,11,2000,4,1.2957308292388916
fishy_cat,6,11,2000,5,1.0213897228240967
fishy_cat,6,11,2000,8,0.40732359886169434
fishy_cat,6,12,2000,2,2.044802665710449
fishy_cat,6,12,2000,4,1.2229785919189453
fishy_cat,6,12,2000,5,1.044386386871338
fishy_cat,6,12,2000,8,0.3891923427581787
fishy_cat,6,13,2000,2,1.858051061630249
fishy_cat,6,13,2000,4,1.2075178623199463
fishy_cat,6,13,2000,5,1.0364854335784912
fishy_cat,6,13,2000,8,0.4084651470184326
fishy_cat,6,14,2000,2,1.6896007061004639
fishy_cat,6,14,2000,4,1.1412572860717773
fishy_cat,6,14,2000,5,0.9887356758117676
fishy_cat,6,14,2000,8,0.3309504985809326
fishy_cat,6,15,2000,2,1.7317168712615967
fishy_cat,6,15,2000,4,1.108227252960205
fishy_cat,6,15,2000,5,0.8208720684051514
fishy_cat,6,15,2000,8,0.3421447277069092
fishy_cat,7,0,2000,2,8.136269569396973
fishy_cat,7,0,2000,4,6.191563367843628
fishy_cat,7,0,2000,5,4.992281198501587
fishy_cat,7,0,2000,8,1.8138737678527832
fishy_cat,7,1,2000,2,8.17618727684021
fishy_cat,7,1,2000,4,7.425631761550903
fishy_cat,7,1,2000,5,5.349804639816284
fishy_cat,7,1,2000,8,2.260101318359375
fishy_cat,7,2,2000,2,11.010017156600952
fishy_cat,7,2,2000,4,7.760058403015137
fishy_cat,7,2,2000,5,6.210833549499512
fishy_cat,7,2,2000,8,2.3091213703155518
fishy_cat,7,3,2000,2,10.630568504333496
fishy_cat,7,3,2000,4,7.3488500118255615
fishy_cat,7,3,2000,5,5.845937967300415
fishy_cat,7,3,2000,8,2.455341339111328
fishy_cat,7,4,2000,2,15.22150993347168
fishy_cat,7,4,2000,4,8.831736326217651
fishy_cat,7,4,2000,5,7.236845254898071
fishy_cat,7,4,2000,8,2.4604010581970215
fishy_cat,7,5,2000,2,25.131303071975708
fishy_cat,7,5,2000,4,19.608550548553467
fishy_cat,7,5,2000,5,16.13628649711609
fishy_cat,7,5,2000,8,6.791770935058594
fishy_cat,7,6,2000,2,22.567333221435547
fishy_cat,7,6,2000,4,17.16567897796631
fishy_cat,7,6,2000,5,14.476688146591187
fishy_cat,7,6,2000,8,5.327202796936035
fishy_cat,7,7,2000,2,20.75626301765442
fishy_cat,7,7,2000,4,10.192443370819092
fishy_cat,7,7,2000,5,9.197541236877441
fishy_cat,7,7,2000,8,3.992438793182373
fishy_cat,7,8,2000,2,14.455268859863281
fishy_cat,7,8,2000,4,7.13824987411499
fishy_cat,7,8,2000,5,6.859939813613892
fishy_cat,7,8,2000,8,2.540858030319214
fishy_cat,7,9,2000,2,10.07038426399231
fishy_cat,7,9,2000,4,5.087163686752319
fishy_cat,7,9,2000,5,4.849609851837158
fishy_cat,7,9,2000,8,2.125464677810669
fishy_cat,7,10,2000,2,2.4102463722229004
fishy_cat,7,10,2000,4,1.6434319019317627
fishy_cat,7,10,2000,5,1.3756916522979736
fishy_cat,7,10,2000,8,0.5169591903686523
fishy_cat,7,11,2000,2,2.3006956577301025
fishy_cat,7,11,2000,4,1.3473999500274658
fishy_cat,7,11,2000,5,1.0987834930419922
fishy_cat,7,11,2000,8,0.469449520111084
fishy_cat,7,12,2000,2,1.7150261402130127
fishy_cat,7,12,2000,4,1.324479103088379
fishy_cat,7,12,2000,5,1.0212810039520264
fishy_cat,7,12,2000,8,0.4046592712402344
fishy_cat,7,13,2000,2,1.9102191925048828
fishy_cat,7,13,2000,4,1.2450504302978516
fishy_cat,7,13,2000,5,0.9984254837036133
fishy_cat,7,13,2000,8,0.38313794136047363
fishy_cat,7,14,2000,2,1.938723087310791
fishy_cat,7,14,2000,4,1.227116584777832
fishy_cat,7,14,2000,5,0.966822624206543
fishy_cat,7,14,2000,8,0.2997300624847412
fishy_cat,7,15,2000,2,1.7179770469665527
fishy_cat,7,15,2000,4,1.1492397785186768
fishy_cat,7,15,2000,5,0.8762221336364746
fishy_cat,7,15,2000,8,0.3294491767883301
fishy_cat,8,0,2000,2,9.630491971969604
fishy_cat,8,0,2000,4,7.3287858963012695
fishy_cat,8,0,2000,5,5.851628541946411
fishy_cat,8,0,2000,8,2.1153299808502197
fishy_cat,8,1,2000,2,10.06366491317749
fishy_cat,8,1,2000,4,7.359508991241455
fishy_cat,8,1,2000,5,6.009005784988403
fishy_cat,8,1,2000,8,2.467517375946045
fishy_cat,8,2,2000,2,9.734130144119263
fishy_cat,8,2,2000,4,7.562259674072266
fishy_cat,8,2,2000,5,6.0380308628082275
fishy_cat,8,2,2000,8,2.2071356773376465
fishy_cat,8,3,2000,2,8.095154047012329
fishy_cat,8,3,2000,4,6.429291009902954
fishy_cat,8,3,2000,5,5.0410943031311035
fishy_cat,8,3,2000,8,2.1400105953216553
fishy_cat,8,4,2000,2,14.468877792358398
fishy_cat,8,4,2000,4,8.826308012008667
fishy_cat,8,4,2000,5,7.450570106506348
fishy_cat,8,4,2000,8,2.454942226409912
fishy_cat,8,5,2000,2,30.99363374710083
fishy_cat,8,5,2000,4,20.47810649871826
fishy_cat,8,5,2000,5,16.41559600830078
fishy_cat,8,5,2000,8,7.011963367462158
fishy_cat,8,6,2000,2,21.822907209396362
fishy_cat,8,6,2000,4,14.252628087997437
fishy_cat,8,6,2000,5,11.097460508346558
fishy_cat,8,6,2000,8,4.208952188491821
fishy_cat,8,7,2000,2,16.77614450454712
fishy_cat,8,7,2000,4,9.684563398361206
fishy_cat,8,7,2000,5,7.311647891998291
fishy_cat,8,7,2000,8,3.1400070190429688
fishy_cat,8,8,2000,2,17.093114137649536
fishy_cat,8,8,2000,4,15.278879880905151
fishy_cat,8,8,2000,5,12.15697693824768
fishy_cat,8,8,2000,8,4.424800634384155
fishy_cat,8,9,2000,2,15.736254453659058
fishy_cat,8,9,2000,4,12.416544675827026
fishy_cat,8,9,2000,5,10.047536373138428
fishy_cat,8,9,2000,8,4.255740642547607
fishy_cat,8,10,2000,2,6.437546253204346
fishy_cat,8,10,2000,4,2.939333200454712
fishy_cat,8,10,2000,5,2.7029623985290527
fishy_cat,8,10,2000,8,1.0580992698669434
fishy_cat,8,11,2000,2,2.355530023574829
fishy_cat,8,11,2000,4,1.36985445022583
fishy_cat,8,11,2000,5,1.0511524677276611
fishy_cat,8,11,2000,8,0.4677467346191406
fishy_cat,8,12,2000,2,1.8497653007507324
fishy_cat,8,12,2000,4,1.2429230213165283
fishy_cat,8,12,2000,5,1.0535004138946533
fishy_cat,8,12,2000,8,0.3098325729370117
fishy_cat,8,13,2000,2,1.75571870803833
fishy_cat,8,13,2000,4,1.2897648811340332
fishy_cat,8,13,2000,5,0.9752569198608398
fishy_cat,8,13,2000,8,0.4680037498474121
fishy_cat,8,14,2000,2,1.8214328289031982
fishy_cat,8,14,2000,4,1.1811630725860596
fishy_cat,8,14,2000,5,0.9638731479644775
fishy_cat,8,14,2000,8,0.3053438663482666
fishy_cat,8,15,2000,2,1.6975502967834473
fishy_cat,8,15,2000,4,1.0829622745513916
fishy_cat,8,15,2000,5,0.7954022884368896
fishy_cat,8,15,2000,8,0.30639076232910156
fishy_cat,9,0,2000,2,9.957762718200684
fishy_cat,9,0,2000,4,7.589231014251709
fishy_cat,9,0,2000,5,5.865301609039307
fishy_cat,9,0,2000,8,2.1285486221313477
fishy_cat,9,1,2000,2,10.419642448425293
fishy_cat,9,1,2000,4,8.391005754470825
fishy_cat,9,1,2000,5,6.704716682434082
fishy_cat,9,1,2000,8,2.7582156658172607
fishy_cat,9,2,2000,2,12.718727350234985
fishy_cat,9,2,2000,4,9.957115888595581
fishy_cat,9,2,2000,5,7.736849784851074
fishy_cat,9,2,2000,8,2.851144552230835
fishy_cat,9,3,2000,2,15.391809701919556
fishy_cat,9,3,2000,4,12.128549575805664
fishy_cat,9,3,2000,5,9.757394790649414
fishy_cat,9,3,2000,8,4.025028467178345
fishy_cat,9,4,2000,2,25.563606023788452
fishy_cat,9,4,2000,4,19.925791263580322
fishy_cat,9,4,2000,5,16.08362650871277
fishy_cat,9,4,2000,8,5.6822357177734375
fishy_cat,9,5,2000,2,27.683980703353882
fishy_cat,9,5,2000,4,19.5623836517334
fishy_cat,9,5,2000,5,15.605146408081055
fishy_cat,9,5,2000,8,6.691295146942139
fishy_cat,9,6,2000,2,26.213943004608154
fishy_cat,9,6,2000,4,21.27482581138611
fishy_cat,9,6,2000,5,15.726044178009033
fishy_cat,9,6,2000,8,5.890831708908081
fishy_cat,9,7,2000,2,15.192038536071777
fishy_cat,9,7,2000,4,10.550203561782837
fishy_cat,9,7,2000,5,9.638919591903687
fishy_cat,9,7,2000,8,4.1061482429504395
fishy_cat,9,8,2000,2,18.81999397277832
fishy_cat,9,8,2000,4,15.199950695037842
fishy_cat,9,8,2000,5,12.259440183639526
fishy_cat,9,8,2000,8,4.450475215911865
fishy_cat,9,9,2000,2,16.11967182159424
fishy_cat,9,9,2000,4,12.849042892456055
fishy_cat,9,9,2000,5,10.265417098999023
fishy_cat,9,9,2000,8,4.370772838592529
fishy_cat,9,10,2000,2,13.377207040786743
fishy_cat,9,10,2000,4,8.008210897445679
fishy_cat,9,10,2000,5,5.723531007766724
fishy_cat,9,10,2000,8,2.190300703048706
fishy_cat,9,11,2000,2,2.219647169113159
fishy_cat,9,11,2000,4,1.3704578876495361
fishy_cat,9,11,2000,5,1.0191011428833008
fishy_cat,9,11,2000,8,0.4541325569152832
fishy_cat,9,12,2000,2,2.0370261669158936
fishy_cat,9,12,2000,4,1.5130467414855957
fishy_cat,9,12,2000,5,1.037968397140503
fishy_cat,9,12,2000,8,0.32886409759521484
fishy_cat,9,13,2000,2,1.7166094779968262
fishy_cat,9,13,2000,4,1.2288756370544434
fishy_cat,9,13,2000,5,0.9532945156097412
fishy_cat,9,13,2000,8,0.3967137336730957
fishy_cat,9,14,2000,2,1.8935496807098389
fishy_cat,9,14,2000,4,1.3295764923095703
fishy_cat,9,14,2000,5,0.9818172454833984
fishy_cat,9,14,2000,8,0.2853107452392578
fishy_cat,9,15,2000,2,1.91121506690979
fishy_cat,9,15,2000,4,1.1072702407836914
fishy_cat,9,15,2000,5,0.8815972805023193
fishy_cat,9,15,2000,8,0.3979337215423584
fishy_cat,10,0,2000,2,9.256959199905396
fishy_cat,10,0,2000,4,7.631381988525391
fishy_cat,10,0,2000,5,6.112052917480469
fishy_cat,10,0,2000,8,2.1795971393585205
fishy_cat,10,1,2000,2,11.236697912216187
fishy_cat,10,1,2000,4,8.586922883987427
fishy_cat,10,1,2000,5,6.818814754486084
fishy_cat,10,1,2000,8,2.7744619846343994
fishy_cat,10,2,2000,2,11.443539381027222
fishy_cat,10,2,2000,4,8.988780975341797
fishy_cat,10,2,2000,5,7.1503777503967285
fishy_cat,10,2,2000,8,2.6601223945617676
fishy_cat,10,3,2000,2,12.375544309616089
fishy_cat,10,3,2000,4,8.697041988372803
fishy_cat,10,3,2000,5,6.712642669677734
fishy_cat,10,3,2000,8,2.800598621368408
fishy_cat,10,4,2000,2,20.21971607208252
fishy_cat,10,4,2000,4,14.844533205032349
fishy_cat,10,4,2000,5,11.935680627822876
fishy_cat,10,4,2000,8,4.224325180053711
fishy_cat,10,5,2000,2,23.532652616500854
fishy_cat,10,5,2000,4,19.84539294242859
fishy_cat,10,5,2000,5,14.395929098129272
fishy_cat,10,5,2000,8,6.178864002227783
fishy_cat,10,6,2000,2,21.20846676826477
fishy_cat,10,6,2000,4,17.08694338798523
fishy_cat,10,6,2000,5,12.752939462661743
fishy_cat,10,6,2000,8,4.667505264282227
fishy_cat,10,7,2000,2,18.93162250518799
fishy_cat,10,7,2000,4,13.357000827789307
fishy_cat,10,7,2000,5,9.424680709838867
fishy_cat,10,7,2000,8,3.9480080604553223
fishy_cat,10,8,2000,2,18.756038665771484
fishy_cat,10,8,2000,4,13.475221157073975
fishy_cat,10,8,2000,5,9.680702209472656
fishy_cat,10,8,2000,8,3.567216157913208
fishy_cat,10,9,2000,2,15.731186866760254
fishy_cat,10,9,2000,4,12.745025873184204
fishy_cat,10,9,2000,5,10.46731686592102
fishy_cat,10,9,2000,8,4.402015924453735
fishy_cat,10,10,2000,2,8.551138877868652
fishy_cat,10,10,2000,4,4.314253807067871
fishy_cat,10,10,2000,5,3.114531993865967
fishy_cat,10,10,2000,8,1.1749460697174072
fishy_cat,10,11,2000,2,2.038482666015625
fishy_cat,10,11,2000,4,1.286865234375
fishy_cat,10,11,2000,5,1.0472502708435059
fishy_cat,10,11,2000,8,0.4641728401184082
fishy_cat,10,12,2000,2,1.9729077816009521
fishy_cat,10,12,2000,4,1.2336397171020508
